FX-P006-1,P006,1,CureStatus,,0,0,0,0,100,Auto,STATUS003,Eltávolítja a Mérgezés állapotot.
FX-P021-1,P021,1,RestoreNeeds,,0,0,35,0,100,Auto,,Harmincöt élelem- és vízpontot teremt minden élő partitagnak.
FX-P004-1,P004,1,DefenseBonus,,0,0,5,4,100,Auto,,Négy akcióra öt pont védelmet ad.
FX-P005-1,P005,1,Heal,5d8,2,2,0,0,100,Auto,,Nagy erejű távolsági gyógyítás.
FX-P007-1,P007,1,ProtectionFromEvil,,0,0,30,5,100,Auto,4,Öt akcióra négy védelmet és harminc százalék csökkentést ad élőholt és démoni támadó ellen.
FX-P013-1,P013,1,CureStatus,,0,0,0,0,100,Auto,STATUS004,Eltávolítja a Betegség állapotot.
FX-P022-1,P022,1,Heal,3d8,1,1,0,0,100,Auto,,A teljes élő partit mérsékelten gyógyítja.
FX-P009-1,P009,1,Damage,8d8,2,4,0,0,100,SaveHalf,Holy50,Szent sebzés ellenpróbára felezve és gonosz lény ellen másfélszeres erővel.
FX-P009-2,P009,2,SkipAlternate,,0,0,1,1,100,SaveNegates,Next,Rontott ellenpróbánál a célpont következő akciója kimarad.
FX-P010-1,P010,1,DefenseBonus,,0,0,3,4,100,Auto,,Négy akcióra három pont védelmet ad a teljes partinak.
FX-P010-2,P010,2,PhysicalReduction,,0,0,25,4,100,Auto,,Négy akcióra huszonöt százalékkal csökkenti a fizikai sebzést.
FX-P014-1,P014,1,CureStatus,,0,0,0,0,100,Auto,STATUS003|STATUS004|STATUS005,Eltávolítja a Mérgezés Betegség és Vérzés állapotot.
FX-P014-2,P014,2,Heal,3d8,1,0,0,0,100,Auto,,A megtisztítás után életerőt is helyreállít.
FX-P015-1,P015,1,HitBonus,,0,0,2,5,100,Auto,,Öt akcióra két pont találati bónuszt ad a teljes partinak.
FX-P015-2,P015,2,DamageBonus,,0,0,2,5,100,Auto,,Öt akcióra két pont fizikai sebzést ad a teljes partinak.
FX-P015-3,P015,3,InitiativeBonus,,0,0,3,5,100,Auto,,Öt akcióra három pont kezdeményezést ad a teljes partinak.
FX-P023-1,P023,1,HitBonus,,0,0,3,5,100,Auto,,Öt akcióra három pont találati bónuszt ad a teljes partinak.
FX-P023-2,P023,2,DamageBonus,,0,0,3,5,100,Auto,,Öt akcióra három pont fizikai sebzést ad a teljes partinak.
FX-P008-1,P008,1,Resurrect,,0,0,25,0,100,Auto,0|STATUS003|STATUS005,Huszonöt százalék HP-val és nulla mannával visszahoz egy elesett társat.
FX-P011-1,P011,1,Damage,14d10,4,8,0,0,100,SaveHalf,Holy50,Nagy erejű szent sebzés élőholt és démoni célpont ellen másfélszeres erővel.
FX-P011-2,P011,2,DispelBeneficial,,0,0,0,0,100,SaveNegates,,Rontott ellenpróbánál eltávolítja a célpont pozitív varázshatásait.
FX-P016-1,P016,1,GuardianAngel,4d8,1,0,0,5,100,Auto,,Az első halálos csapást kivédi majd életerőt állít vissza.
FX-P017-1,P017,1,Heal,5d8,2,3,0,0,100,Auto,,A teljes élő partit egyszerre gyógyítja.
FX-P024-1,P024,1,DefenseBonus,,0,0,5,5,100,Auto,,Öt akcióra öt pont védelmet ad a teljes partinak.
FX-P024-2,P024,2,PhysicalReduction,,0,0,35,5,100,Auto,,Öt akcióra harmincöt százalékkal csökkenti a fizikai sebzést.
FX-P012-1,P012,1,CureStatus,,0,0,0,0,100,Auto,STATUS003|STATUS004|STATUS005,Minden élő part tagjáról eltávolítja a súlyos állapotokat.
FX-P012-2,P012,2,Heal,,0,0,0,0,100,Auto,Full,Minden élő partitag életerejét maximumra tölti.
FX-P018-1,P018,1,Damage,18d10,5,12,0,0,100,SaveHalf,Holy50,Hatalmas területi szent sebzés amely a partit nem érinti.
FX-P019-1,P019,1,Sanctuary,,0,0,50,4,100,Auto,,A Pap közelében álló társakat védi amíg nem támadnak.
FX-P020-1,P020,1,Resurrect,,0,0,100,0,100,Auto,50|STATUS003|STATUS004|STATUS005,Teljes HP-val fél mannával és megtisztítva hoz vissza egy elesett társat.
FX-P025-1,P025,1,Damage,20d10,5,14,0,0,100,SaveHalf,Holy50,Hatalmas területi szent sebzés élőholt és démoni célpont ellen másfélszeres erővel.
FX-P025-2,P025,2,Burning,2d8,0,0,0,3,100,SaveNegates,,Három ellenséges akcióig égi lánggal perzsel.

#Karakternevek
Id,Név,OsztályId
NAME-C001-01,Aldric,C001
NAME-C001-02,Borin,C001
NAME-C001-03,Cedrik,C001
NAME-C001-04,Doran,C001
NAME-C001-05,Eryk,C001
NAME-C001-06,Falk,C001
NAME-C001-07,Garen,C001
NAME-C001-08,Hadur,C001
NAME-C001-09,Ivor,C001
NAME-C001-10,Csonttörő,C001
NAME-C001-11,Bran,C001
NAME-C001-12,Hordóhas,C001
NAME-C001-13,Sigurd,C001
NAME-C001-14,Orven,C001
NAME-C001-15,Roderik,C001
NAME-C001-16,Sigor,C001
NAME-C001-17,Félszemű Grok,C001
NAME-C001-18,Ulrik,C001
NAME-C001-19,Viktor,C001
NAME-C001-20,Zord Valeric,C001
NAME-C001-21,Arven,C001
NAME-C001-22,Baldric,C001
NAME-C001-23,Cormak,C001
NAME-C001-24,Drakar,C001
NAME-C001-25,Edric,C001
NAME-C001-26,Fendrel,C001
NAME-C001-27,Garrick,C001
NAME-C001-28,Haldor,C001
NAME-C001-29,Jorik,C001
NAME-C001-30,Keldran,C001
NAME-C001-31,Leoric,C001
NAME-C001-32,Mardek,C001
NAME-C001-33,Norric,C001
NAME-C001-34,Odran,C001
NAME-C001-35,Raegar,C001
NAME-C001-36,Stenrik,C001
NAME-C001-37,Torvald,C001
NAME-C001-38,Valdor,C001
NAME-C001-39,Wulric,C001
NAME-C001-40,Zarek,C001
NAME-C002-01,Arak,C002
NAME-C002-02,Balgor,C002
NAME-C002-03,Crag,C002
NAME-C002-04,Draven,C002
NAME-C002-05,Einar,C002
NAME-C002-06,Fenrir,C002
NAME-C002-07,Grom,C002
NAME-C002-08,Hroth,C002
NAME-C002-09,Kargan,C002
NAME-C002-10,Logen,C002
NAME-C002-11,Mork,C002
NAME-C002-12,Nergal,C002
NAME-C002-13,Ormog,C002
NAME-C002-14,Ragnar,C002
NAME-C002-15,Skarn,C002
NAME-C002-16,Thorg,C002
NAME-C002-17,Ulfar,C002
NAME-C002-18,Varg,C002
NAME-C002-19,Wotan,C002
NAME-C002-20,Yngvar,C002
NAME-C002-21,Arngor,C002
NAME-C002-22,Brokgar,C002
NAME-C002-23,Cromm,C002
NAME-C002-24,Drogar,C002
NAME-C002-25,Ergath,C002
NAME-C002-26,Grimnar,C002
NAME-C002-27,Harkun,C002
NAME-C002-28,Kragor,C002
NAME-C002-29,Magnar,C002
NAME-C002-30,Norgath,C002
NAME-C002-31,Olgrom,C002
NAME-C002-32,Ragthor,C002
NAME-C002-33,Skorri,C002
NAME-C002-34,Thrak,C002
NAME-C002-35,Urgath,C002
NAME-C002-36,Vigmar,C002
NAME-C002-37,Wulgar,C002
NAME-C002-38,Yorgrim,C002
NAME-C002-39,Zargan,C002
NAME-C002-40,Bjornar,C002
NAME-C003-01,Sir Arthur,C003
NAME-C003-02,Sir Balduin,C003
NAME-C003-03,Sir Conrad,C003
NAME-C003-04,Sir Rodrix,C003
NAME-C003-05,Sir Emeric,C003
NAME-C003-06,Sir Fülöp,C003
NAME-C003-07,Sir Godrik,C003
NAME-C003-08,Sir Henrik,C003
NAME-C003-09,Sir Imre,C003
NAME-C003-10,Sir János,C003
NAME-C003-11,Sir Kelemen,C003
NAME-C003-12,Sir Lancelor,C003
NAME-C003-13,Sir Miklós,C003
NAME-C003-14,Sir Norbert,C003
NAME-C003-15,Sir Oszkár,C003
NAME-C003-16,Sir Percival,C003
NAME-C003-17,Sir Roland,C003
NAME-C003-18,Sir Sebestyén,C003
NAME-C003-19,Sir Tristan,C003
NAME-C003-20,Sir Vilmos,C003
NAME-C003-21,Sir Alaric,C003
NAME-C003-22,Sir Berengar,C003
NAME-C003-23,Sir Corvin,C003
NAME-C003-24,Sir Dorian,C003
NAME-C003-25,Sir Edric,C003
NAME-C003-26,Sir Falken,C003
NAME-C003-27,Sir Galen,C003
NAME-C003-28,Sir Hadrian,C003
NAME-C003-29,Sir Ivar,C003
NAME-C003-30,Sir Jareth,C003
NAME-C003-31,Sir Kaedor,C003
NAME-C003-32,Sir Lucan,C003
NAME-C003-33,Sir Merek,C003
NAME-C003-34,Sir Owyn,C003
NAME-C003-35,Sir Roderan,C003
NAME-C003-36,Sir Talric,C003
NAME-C003-37,Sir Ulric,C003
NAME-C003-38,Sir Valen,C003
NAME-C003-39,Sir Wulfric,C003
NAME-C003-40,Sir Yorven,C003
NAME-C004-01,Árnyék,C004
NAME-C004-02,Bicska,C004
NAME-C004-03,Cinkos,C004
NAME-C004-04,Daren,C004
NAME-C004-05,Enzo,C004
NAME-C004-06,Fürge,C004
NAME-C004-07,Gubanc,C004
NAME-C004-08,Holló,C004
NAME-C004-09,Iskra,C004
NAME-C004-10,Jinx,C004
NAME-C004-11,Karmos,C004
NAME-C004-12,Lopak,C004
NAME-C004-13,Mester,C004
NAME-C004-14,Nesztor,C004
NAME-C004-15,Osonó,C004
NAME-C004-16,Penge,C004
NAME-C004-17,Ravasz,C004
NAME-C004-18,Surranó,C004
NAME-C004-19,Villám,C004
NAME-C004-20,Zsebes,C004
NAME-C004-21,Ash,C004
NAME-C004-22,Blackfin,C004
NAME-C004-23,Crow,C004
NAME-C004-24,Dusk,C004
NAME-C004-25,Flick,C004
NAME-C004-26,Gloom,C004
NAME-C004-27,Hex,C004
NAME-C004-28,Knave,C004
NAME-C004-29,Nox,C004
NAME-C004-30,Ratkin,C004
NAME-C004-31,Rook,C004
NAME-C004-32,Shade,C004
NAME-C004-33,Silk,C004
NAME-C004-34,Slynn,C004
NAME-C004-35,Snare,C004
NAME-C004-36,Thorn,C004
NAME-C004-37,Vex,C004
NAME-C004-38,Whisper,C004
NAME-C004-39,Wraith,C004
NAME-C004-40,Zyn,C004
NAME-C005-01,Ábel,C005
NAME-C005-02,Benedek,C005
NAME-C005-03,Celes,C005
NAME-C005-04,Dávid,C005
NAME-C005-05,Eliás,C005
NAME-C005-06,Ferenc,C005
NAME-C005-07,Gábor,C005
NAME-C005-08,Hilár,C005
NAME-C005-09,Illés,C005
NAME-C005-10,József,C005
NAME-C005-11,Kadosa,C005
NAME-C005-12,Lukács,C005
NAME-C005-13,Máté,C005
NAME-C005-14,Noé,C005
NAME-C005-15,Olivér,C005
NAME-C005-16,Pál,C005
NAME-C005-17,Rafael,C005
NAME-C005-18,Simon,C005
NAME-C005-19,Tamás,C005
NAME-C005-20,Zakariás,C005
NAME-C005-21,Amoniel,C005
NAME-C005-22,Bereniel,C005
NAME-C005-23,Cassiel,C005
NAME-C005-24,Daeron,C005
NAME-C005-25,Elandor,C005
NAME-C005-26,Farael,C005
NAME-C005-27,Gabriel,C005
NAME-C005-28,Helion,C005
NAME-C005-29,Ithriel,C005
NAME-C005-30,Jeriel,C005
NAME-C005-31,Kaelis,C005
NAME-C005-32,Lorian,C005
NAME-C005-33,Malach,C005
NAME-C005-34,Nathar,C005
NAME-C005-35,Oriel,C005
NAME-C005-36,Phaeron,C005
NAME-C005-37,Seraphel,C005
NAME-C005-38,Tiriel,C005
NAME-C005-39,Uriel,C005
NAME-C005-40,Valiel,C005
NAME-C006-01,Alatar,C006
NAME-C006-02,Balthor,C006
NAME-C006-03,Cirion,C006
NAME-C006-04,Darius,C006
NAME-C006-05,Elminster,C006
NAME-C006-06,Faelar,C006
NAME-C006-07,Gandren,C006
NAME-C006-08,Hekate,C006
NAME-C006-09,Idris,C006
NAME-C006-10,Jorvan,C006
NAME-C006-11,Kael,C006
NAME-C006-12,Lorcan,C006
NAME-C006-13,Merlin,C006
NAME-C006-14,Nymor,C006
NAME-C006-15,Orin,C006
NAME-C006-16,Prospero,C006
NAME-C006-17,Quorin,C006
NAME-C006-18,Radagast,C006
NAME-C006-19,Szibilla,C006
NAME-C006-20,Theron,C006
NAME-C006-21,Aetheron,C006
NAME-C006-22,Belthazar,C006
NAME-C006-23,Cyrian,C006
NAME-C006-24,Draziel,C006
NAME-C006-25,Eldrin,C006
NAME-C006-26,Fizran,C006
NAME-C006-27,Galdor,C006
NAME-C006-28,Hexaris,C006
NAME-C006-29,Iskander,C006
NAME-C006-30,Jareth,C006
NAME-C006-31,Keldris,C006
NAME-C006-32,Lazarin,C006
NAME-C006-33,Mordren,C006
NAME-C006-34,Nethros,C006
NAME-C006-35,Oberon,C006
NAME-C006-36,Pyrrion,C006
NAME-C006-37,Quintar,C006
NAME-C006-38,Raziel,C006
NAME-C006-39,Solanar,C006
NAME-C006-40,Veyron,C006

#Fogadónevek
ID,Név
INN-01,Vándorcsillag
INN-02,A Törött Kard
INN-03,A Vörös Sárkány
INN-04,A Részeg Törpe
INN-05,A Kóbor Griff
INN-06,A Fekete Üst
INN-07,A Három Holló
INN-08,Az Ezüst Agancs
INN-09,A Sánta Kobold
INN-10,A Rozsdás Pajzs
INN-11,A Vén Medve
INN-12,A Vigyorgó Goblin
INN-13,A Fekete Macska
INN-14,A Táncoló Troll
INN-15,A Kétfejű Ork
INN-16,A Csorba Fejsze
INN-17,A Holdfény Korsó
INN-18,A Kóbor Lovag
INN-19,A Sárkányfogat
INN-20,A Hét Kocka
INN-21,A Lángoló Hordó
INN-22,A Tolvaj Erszénye
INN-23,A Rubinserleg
INN-24,A Káosz Korsója
INN-25,Az Utolsó Lámpás
INN-26,A Vándor Pihenője

#Pletykák
Id,Név
PL001,Azt beszélik, hogy az északi erdőben egy farkas jár, amelyik emberi hangon kiált segítségért. Aki válaszol neki, azt többé nem látják.
PL002,Egy részeg bányász szerint a hegyek alatt aranyból készült ajtót találtak. Másnapra a bányász és az egész tárna bejárata eltűnt.
PL003,A múlt héten egy kereskedő három koboldot látott egy szekéren utazni. Állítólag még útdíjat is fizettek.
PL004,Azt mondják, teliholdkor egy fekete lovag áll a régi híd közepén. Nem támad, csak megkérdezi az átkelőktől, hogy látták-e már a halált.
PL005,Egy öreg vadász esküszik rá, hogy a trollok félnek a macskáktól. Senki sem volt még elég ostoba, hogy kipróbálja.
PL006,A keleti romok között állítólag van egy kút, amelyből éjszakánként énekszó hallatszik. Vizet viszont száz éve senki sem mert húzni belőle.
PL007,A pék szerint valaki minden éjjel ellop egyetlen cipót az ablakából. Tegnap lisztet szórt a földre, reggelre apró mezítlábas lábnyomokat talált.
PL008,Egy vándor azt mesélte, hogy látott egy goblint tökéletes közös nyelven verseket szavalni. Senki sem hitte el neki, főleg mert nagyon részeg volt.
PL009,A déli mocsárban állítólag egy elsüllyedt templom tornya bukkan elő minden századik éjszakán. A harangja olyankor magától megszólal.
PL010,A városi őrség kapitánya tagadja, hogy patkányemberek élnének a csatornákban. Érdekes módon az őrök sötétedés után mégsem mennek le oda.
PL011,Azt beszélik, egy törpe húsz aranyat fizet annak, aki visszahozza az elveszett baltáját. Ötvenet annak, aki nem kérdezi meg, hogyan veszítette el.
PL012,Egy kereskedő szerint nyugaton olyan fogadó működik, ahol egy csontváz a csapos. Állítólag legalább soha nem hígítja a sört.
PL013,Tegnap egy idegen egyetlen aranyért eladott egy térképet, amely állítólag egy sárkány kincséhez vezet. Ma reggel ugyanazt a térképet még hat ember mutogatta.
PL014,A hegyi úton éjszakánként egy lámpás lebeg a fák között. Aki követi, reggel mindig ugyanott ébred, ahonnan elindult.
PL015,Egy öregasszony szerint a hollók mindent megjegyeznek, amit előttük mondanak. Ezért ő csak a tyúkjainak meséli el a titkait.
PL016,A kovács állítólag olyan kardot készített, amely kéken izzik démonok közelében. Tegnap óta folyamatosan világít a műhelyében.
PL017,A keleti erdőben találtak egy kunyhót, amelynek belül háromszor akkora a tere, mint kívülről. A tulajdonosát senki sem látta.
PL018,Egy zsoldos szerint az ogre, amelyik hónapok óta fosztogatja az utat, valójában tud sakkozni. Állítólag veszíteni viszont nagyon nem szeret.
PL019,Azt mondják, a régi temetőben az egyik sírkő minden hajnalban máshol áll. A sírásó szerint jobb nem utánanézni.
PL020,Egy bárd esküszik rá, hogy létezik egy lant, amely magától játszik, ha veszély közeleg. A tulajdonosa állítólag azért adta el, mert sosem hallgatott el.
PL021,A folyóparton egy halász akkora pikkelyt talált, mint egy pajzs. Azóta senki sem akar a folyó közepén horgászni.
PL022,A hegy túloldalán állítólag él egy remete, aki sárkánynyelven beszél. A sárkányok véleményét erről még senki sem kérdezte meg.
PL023,Egy kereskedő tegnap egy ládányi ezüsttel érkezett a városba. Ma reggelre a láda tele volt kaviccsal, az ajtaja pedig belülről volt bezárva.
PL024,Azt beszélik, egy vámpír él a régi malomban. A molnár szerint ez képtelenség, bár furcsa módon csak éjszaka dolgozik.
PL025,Egy kalandozó azt állította, hogy megölt egy hidrafejet. Azt már kevésbé lelkesen mesélte, hogy utána kettő nőtt a helyére.
PL026,A fekete hegy lábánál van egy barlang, ahonnan télen meleg szél fúj. A pásztorok szerint néha a hegy még horkol is.
PL027,Azt mondják, egy mágus száz aranyat fizet egy élő óriáspatkányért. Senki sem tudja, mire kell neki, és talán jobb is így.
PL028,A múlt hónapban egy férfi azzal dicsekedett, hogy megtalálta a halhatatlanság titkát. Két nappal később leesett a fogadó lépcsőjén és kitörte a nyakát.
PL029,Egy vén katona szerint a csontvázakat a legegyszerűbb bunkós fegyverrel szétverni. A mágusok ezt tudománytalan megközelítésnek nevezik, de működik.
PL030,A közeli romoknál minden éjfélkor fény gyullad az egyik toronyban. A toronynak már háromszáz éve nincs teteje.
PL031,Azt beszélik, hogy a goblinok királya valójában egy különösen nagy kobold. Ezt goblin társaságban nem ajánlatos megemlíteni.
PL032,Egy részeg törpe szerint nincs olyan ajtó, amit megfelelő méretű kalapáccsal ne lehetne kinyitni. A fogadós azóta nem engedi a szobák közelébe.
PL033,A nyugati országúton egy szekér jár hajtó nélkül. Ha valaki felszáll rá, mindig oda viszi, ahová menni akart, csak éppen néhány évvel később érkezik meg.
PL034,Egy vadász látott egy szarvast, amelynek agancsai között kék láng égett. Inkább nem lőtt rá.
PL035,A régi vár pincéjében állítólag egy hordó bor maradt az utolsó király lakomájáról. A fogadós szerint ezért még ő is hajlandó lenne kalandozónak állni.
PL036,Egy tolvaj azt állítja, létezik olyan kulcs, amely minden zárat kinyit. Furcsa módon a saját cellájából mégsem tudott megszökni.
PL037,Azt mondják, ha háromszor kimondod egy démon nevét egy tükör előtt, megjelenik mögötted. A fogadós ezért leszedette az összes tükröt az emeleti szobákból.
PL038,Egy karaván tegnap üresen érkezett a sivatagi útról. A lovak megvoltak, az áru megvolt, csak az emberek hiányoztak.
PL039,A város alatt állítólag egy régebbi város fekszik. Egyesek szerint az alatt pedig még egy.
PL040,Egy pap szerint valami nincs rendben a régi kápolna harangjával. Néha akkor is megszólal, amikor a kötele le van vágva.
PL041,A favágók szerint egy fa minden éjjel visszanő az erdő szélén, akárhányszor kivágják. Most már inkább békén hagyják.
PL042,Egy vándor mágus azt állította, hogy képes aranyat teremteni. A fogadós csak akkor kezdett gyanakodni, amikor az aranyak reggelre hagymává változtak.
PL043,A hegyi törpék állítólag találtak egy fémet, amely könnyebb a fánál és keményebb az acélnál. Természetesen egyetlen darabot sem hajlandók eladni belőle.
PL044,Egy pásztor minden este eggyel több juhot számol, mint amennyivel reggel elindult. Nem panaszkodik, de az új juhoknak vörösen világít a szemük.
PL045,Azt beszélik, egy lich könyvtára valahol a keleti hegyekben rejtőzik. Állítólag a könyvek közül néhány visszaolvassa azt, aki kinyitja.
PL046,Egy öreg tengerész szerint egyszer látott egy szigetet, amely felállt és elúszott. A többiek szerint akkor már a hetedik korsó rumjánál tartott.
PL047,A fogadó mögötti sikátorban néha egy fekete macska ül, nyakában aranykulccsal. Eddig senkinek sem sikerült elkapnia.
PL048,Egy kereskedő szerint a Káoszrubin nem is egyetlen kő, hanem egy nagyobb drágakő széttört darabja. Amikor ezt elmesélte, két csuklyás alak azonnal elhagyta a fogadót.
PL049,Azt mondják, valahol a mélységben egy fekete sárkány olyan kincshalmon alszik, amelyből egyetlen arany is gazdaggá tenne egy embert. Azt már kevesebben mesélik, hányan próbálták megszerezni.
PL050,Egy őrült öreg szerint egyszer eljön egy kalandozó, aki megtalálja a Káoszrubint és eldönti vele a világ sorsát. A fogadós szerint ugyanezt minden új vendégnek elmondja egy korsó sörért.

#Csapdák
Id,Név,Jel,Hatás,MinimumSzint,ÉszlelésiNehézség,HatástalanításiNehézség,MinimumSebzés,MaximumSebzés,Állapotesély,ÉszlelésiXP,HatástalanításiXP,Leírás
TR001,Tüskés verem,⌄,Damage,1,7,7,3,7,0,25,75,Éles tüskék nyílnak fel a padlóból.
TR002,Mérgezett tű,†,Poison,3,8,9,1,4,35,40,120,A falból mérgezett tű repül elő.
TR003,Riasztórúna,◎,Alert,4,9,8,0,0,100,40,120,A felizzó rúna magára vonja a közeli lények figyelmét.
TR004,Ingapengék,╳,Damage,7,10,11,7,12,0,60,180,A falakból egymást keresztező rozsdás pengék csapnak ki.
TR005,Dögvészfelhő,≋,Poison,10,11,12,4,8,60,90,270,Fojtó zöld gáz tör elő a repedt padlólapok alól.
TR006,Káoszpecsét,✹,Alert,14,13,13,4,9,100,135,405,A felhasadó pecsét energiakitörése megsebzi az áldozatot és odahívja a közeli szörnyeket.
TR007,Lélektű,♦,Poison,18,15,15,8,14,75,200,600,Árnyékból formált tű sebzi meg a testet és mérgezi meg a lelket.
TR008,Koromfelhő,☁,Darkness,5,9,9,0,0,100,50,150,Sűrű fekete korom borítja el az áldozat látását.

#NPC-k
Id,Név,OsztályId,Viszony,Viselkedés,Toborozható,Egyedi,FajId,TörténetId
NPC001,Vándor füvesasszony,C005,Neutral,Guarded,nem,nem
NPC002,Szörnyvadász,C001,Neutral,Aggressive,nem,nem
NPC003,Kincskereső,C004,Neutral,Opportunistic,nem,nem
NPC004,Vándor dalnok,C006,Friendly,Friendly,igen,nem
NPC005,Patkányvadász,C004,Neutral,Guarded,nem,nem
NPC006,Kobold szökevény,C004,Neutral,Opportunistic,nem,nem
NPC007,Sebesült határőr,C003,Neutral,Guarded,nem,nem
NPC008,Halottlátó remete,C005,Neutral,Guarded,nem,nem
NPC009,Ork dezertőr,C002,Neutral,Aggressive,nem,nem
NPC010,Barlangi alkimista,C006,Neutral,Opportunistic,nem,nem
NPC011,Hadifogoly felderítő,C001,Neutral,Guarded,nem,nem
NPC012,Sírok őrzője,C005,Neutral,Guarded,nem,nem
NPC013,Sárkánykutató,C006,Neutral,Opportunistic,nem,nem
NPC014,Mocsári révész,C004,Neutral,Guarded,nem,nem
NPC015,Kristálymérnök,C006,Neutral,Opportunistic,nem,nem
NPC016,Éji menekült,C004,Neutral,Guarded,nem,nem
NPC017,Láncait vesztett démonvadász,C003,Neutral,Aggressive,nem,nem
NPC018,Káoszzarándok,C005,Neutral,Guarded,nem,nem
NPC019,Óriásvadász,C001,Neutral,Aggressive,nem,nem
NPC020,Elira Ezüstág,C004,Neutral,Guarded,igen,igen,R003,ELIRA_RESCUE
NPC021,Sir Roderic,C003,Neutral,Guarded,igen,igen,R001,RODERIC_OATH

#Egyedi NPC karakterlap
NpcId,Szint,Erő,Ügyesség,Egészség,Intelligencia,Alkalmazkodó,ÉleterőBónusz,MannaBónusz,Szín,HarciViselkedés,SpecializációId,TehetségId-k,Fegyver1Id,Fegyver2Id,PáncélId,VarázstárgyId-k,HátizsákId-k,FegyverjártasságId-k
NPC020,3,5,8,6,5,,8,1,Green,Scout,,,W002,,A002,,T011|T001|T002,
NPC021,7,9,5,9,6,STR,20,1,DarkCyan,Aggressive,,PERK-C003-1B|PERK-NPC021-OATHBLADE|PERK-C003-2B|PERK-C003-3A,RW001,,RA001,,T011|T011|T012|T012|T001|T001|T002|T002,SWORD|SWORD

#NPC találkozások
Id,NpcId,Pályaszint,MinimumTávolság,MaximumTávolság,QuestRoomId
NPCE001,NPC001,2,6,14
NPCE002,NPC002,3,7,16
NPCE003,NPC003,5,8,18
NPCE004,NPC001,7,8,18
NPCE005,NPC004,8,7,16
NPCE006,NPC005,1,6,14
NPCE007,NPC006,2,7,16
NPCE008,NPC007,3,7,17
NPCE009,NPC007,4,8,18
NPCE010,NPC008,5,8,18
NPCE011,NPC009,6,9,20
NPCE012,NPC010,7,8,19
NPCE013,NPC009,8,9,20
NPCE014,NPC011,8,8,18
NPCE015,NPC012,9,8,19
NPCE016,NPC019,10,9,21
NPCE017,NPC013,11,9,21
NPCE018,NPC014,12,8,20
NPCE019,NPC015,13,9,21
NPCE020,NPC015,14,9,21
NPCE021,NPC016,15,9,21
NPCE022,NPC016,16,9,21
NPCE023,NPC013,17,9,22
NPCE024,NPC017,18,10,22
NPCE025,NPC017,19,10,22
NPCE026,NPC018,20,10,23
NPCE027,NPC018,21,10,23
NPCE028,NPC020,2,8,18
NPCE029,NPC021,5,1,50,RODERIC_MEETING

#NPC párbeszédek
Id,NpcId,MinimumBarátságosság,MaximumBarátságosság,Szöveg
NPCD001,NPC001,0,3,Ne nyúlj a csomagjaimhoz. Nem bízom idegenekben.
NPCD002,NPC001,4,7,Ritka hozzávalókat keresek. Talán segíthetnénk egymásnak.
NPCD003,NPC001,8,10,Jó szándékot látok bennetek. Hallgassátok meg a kérésemet.
NPCD004,NPC002,0,3,Egy rossz mozdulat és ti lesztek a következő trófeáim.
NPCD005,NPC002,4,7,Ha tényleg tudtok harcolni bizonyítsátok be a szörnyeken.
NPCD006,NPC002,8,10,Láttam már gyengébb csapatot túlélni. Talán számíthatunk egymásra.
NPCD007,NPC003,0,3,Amit találok az az enyém. Ezt jobb ha megjegyzitek.
NPCD008,NPC003,4,7,Üzletet ajánlok. Hozzatok valamit és mind jól járunk.
NPCD009,NPC003,8,10,Megbízhatónak tűntök. Megosztok veletek egy nyomot.
NPCD010,NPC004,0,3,Nehéz közönség vagytok. Egyelőre megtartom magamnak a dalaimat.
NPCD011,NPC004,4,7,Egy régi történethez keresek bizonyítékot a mélyben.
NPCD012,NPC004,8,10,Rólatok még nagy éneket írhatok. Szívesen veletek tartanék.
NPCD013,NPC001,0,3,A barlang levegője keserű. Ha közelebb jöttök legalább ne lélegezzetek rám.
NPCD014,NPC001,4,7,A vörös kupakú fiolákból kifogytam. Sebesülteknek tartogatom őket.
NPCD015,NPC001,8,10,A jó orvosság fél győzelem. A másik fele az hogy életben eljussatok hozzám.
NPCD016,NPC002,0,3,A fegyveretek hangosabb a lépteiteknél. Így csak a saját sírotokat találjátok meg.
NPCD017,NPC002,4,7,A bestiák nyomai frissek. Ha levadásszátok őket talán még hasznotokra is lehetek.
NPCD018,NPC002,8,10,Nem sokan térnek vissza onnan ahová ti tartotok. Bizonyítsátok hogy kivételek vagytok.
NPCD019,NPC003,0,3,A térképem nem eladó és a kincsem sem közös. Maradjunk ennyiben.
NPCD020,NPC003,4,7,A legjobb útvonal mindig ott kezdődik ahol mások már visszafordultak.
NPCD021,NPC003,8,10,Találtam egy jelet a köveken. Segítsetek az útravalóval és elmondom merre mutat.
NPCD022,NPC004,0,3,Ebből a találkozásból egyelőre legfeljebb gyászdal születne.
NPCD023,NPC004,4,7,A csontok különös ritmust vernek amikor széthullanak. Hallanom kell még néhányszor.
NPCD024,NPC004,8,10,Ha túléljük ezt a mélységet a nevetek minden fogadóban énekelni fogják.
NPCD025,NPC005,0,3,Ne zavarjatok. Egy patkánycsalád nyomát követem és nálatok jobb a szaglásuk.
NPCD026,NPC005,4,7,Ezek a dögök már a felszíni pincékbe is feljárnak. Valakinek ritkítania kell őket.
NPCD027,NPC005,8,10,Tiszta munka és gyors penge. Talán mégsem vagytok teljesen reménytelenek.
NPCD028,NPC006,0,3,Nem megyek vissza közéjük. Inkább próbáljatok meg ti.
